GTD ID,DATE,REGION,COUNTRY,CITY,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
197807100001,7/10/78,Middle East & North Africa,Israel,Kiryat Gat,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197806210003,6/21/78,Western Europe,West Germany (FRG),Frankfurt,Revolutionary Cells,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197806200003,6/20/78,Western Europe,West Germany (FRG),Frankfurt,Revolutionary Cells,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,Unknown,Unknown
197806150008,6/15/78,North America,United States,Beverly Hills,Jewish Defense League (JDL),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197806020001,6/2/78,Middle East & North Africa,Israel,Jerusalem,Al-Fatah,Bombing/Explosion,Unknown,"Unknown,Unknown",6,20
197803110004,3/11/78,Middle East & North Africa,Israel,Haifa,Al-Fatah,Hostage Taking (Barricade Incident),Firearms,Transportation,42,76
197802190002,2/18/78,Western Europe,Cyprus,Nicosia,Anti-Israeli extremists,"Assassination,Hostage Taking (Kidnapping),Hijacking",Firearms,"Airports and Aircraft,Journalists & Media,Private Citizens & Property",16,Unknown
197802160002,2/16/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197802150003,2/15/78,Western Europe,Italy,Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Food or Water Supply,0,0
197802140002,2/14/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,2,43
197802010007,2/1/78,Western Europe,Belgium,Heverlee,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Business,0,0
197802010006,2/1/78,Western Europe,France,Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Business,0,0
197801150012,1/15/78,Western Europe,Sweden,Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Food or Water Supply,0,0
197801150011,1/15/78,Western Europe,Denmark,Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Food or Water Supply,0,0
197801150010,1/15/78,Western Europe,United Kingdom,Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Food or Water Supply,0,0
197801150009,1/15/78,Western Europe,West Germany (FRG),Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Food or Water Supply,0,0
197801010005,1/1/78,Western Europe,Netherlands,Unknown,Arab Revolutionary Army,Facility/Infrastructure Attack,Chemical,Food or Water Supply,0,5
197712300001,12/30/77,Middle East & North Africa,Israel,Netanya,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Business,2,1
197712260001,12/26/77,Middle East & North Africa,Israel,Jerusalem,Palestinians,Assassination,Firearms,Government (General),1,0
197712050003,12/5/77,Middle East & North Africa,Israel,Jerusalem,Palestinians,Assassination,Firearms,Private Citizens & Property,1,0
197711260002,11/26/77,Western Europe,France,Paris,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197711230001,11/23/77,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,0
197710220001,10/22/77,Western Europe,Italy,Milan,Unknown,Facility/Infrastructure Attack,Incendiary,Government (Diplomatic),0,0
197710110001,10/11/77,South America,Colombia,Medellin,National Liberation Army of Colombia (ELN),Assassination,Firearms,Private Citizens & Property,2,0
197710080010,10/8/77,North America,United States,Richmond Heights,White extremists,Armed Assault,Firearms,Private Citizens & Property,1,2
197708300002,8/30/77,Western Europe,Italy,Milan,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197707290002,7/29/77,Middle East & North Africa,Israel,Beersheba,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,23
197707250002,7/25/77,North America,United States,Rockville,Unknown,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197704000002,1977-04-00,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197610240003,10/24/76,North America,United States,New York City,Save Our Israel Land,Facility/Infrastructure Attack,Incendiary,Government (Diplomatic),0,0
197609250007,9/25/76,Western Europe,Italy,Rome,Unknown,Facility/Infrastructure Attack,Incendiary,Business,0,0
197609110006,9/11/76,Western Europe,Italy,Rome,Unknown,Facility/Infrastructure Attack,Incendiary,Business,0,0
197607100003,7/10/76,Western Europe,France,Paris,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197606070006,6/7/76,North America,United States,Chicago,Fuerzas Armadas de Liberacion Nacional (FALN),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197606010006,6/1/76,North America,United States,New York City,Jewish Extremists,Facility/Infrastructure Attack,Incendiary,Business,0,0
197605160005,5/16/76,North America,United States,New York City,Save Our Israel Land,Facility/Infrastructure Attack,Incendiary,Business,0,0
197605160004,5/16/76,North America,United States,New York City,Save Our Israel Land,Facility/Infrastructure Attack,Incendiary,Business,0,0
197605160003,5/16/76,North America,United States,New York City,Cuban Exiles,Facility/Infrastructure Attack,Incendiary,Business,0,0
197605030002,5/3/76,Middle East & North Africa,Israel,Jerusalem,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,1,31
197601210002,1/21/76,North America,United States,Sacramento,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
197601090002,1/9/76,Middle East & North Africa,Israel,Jerusalem,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,8
197511130001,11/13/75,Middle East & North Africa,Israel,Jerusalem,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,6,62
197503050002,3/5/75,Middle East & North Africa,Israel,Tel Aviv,Popular Front for the Liberation of Palestine (PFLP),Hostage Taking (Barricade Incident),"Firearms,Explosives/Bombs/Dynamite",Business,18,Unknown
197412200001,12/20/74,Middle East & North Africa,Israel,Jerusalem,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,13
197412110002,12/11/74,Middle East & North Africa,Israel,Tel Aviv,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,2,54
197412080001,12/8/74,Middle East & North Africa,Israel,Rosh Hanikra,Palestinians,Armed Assault,Firearms,Private Citizens & Property,1,2
197411300002,11/30/74,Middle East & North Africa,Israel,Rehaniya,Palestinians,Armed Assault,Firearms,Private Citizens & Property,1,1
197411180003,11/18/74,Middle East & North Africa,Israel,Beit Shean,Democratic Front for the Liberation of Palestine (DFLP),Unknown,Unknown,Private Citizens & Property,7,5
197408260001,8/26/74,Western Europe,West Germany (FRG),Frankfurt,2nd of June Movement,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197406250001,6/25/74,Middle East & North Africa,Israel,Nahariyya,Black September,Hostage Taking (Barricade Incident),Firearms,Private Citizens & Property,14,Unknown
197406130002,6/13/74,Middle East & North Africa,Israel,Shamir,Popular Front for the Liberation of Palestine (PFLP),Armed Assault,Firearms,Private Citizens & Property,7,0
197406030002,6/3/74,North America,United States,New York City,Jewish Extremists (suspected),Facility/Infrastructure Attack,Incendiary,NGO,Unknown,Unknown
197405180001,5/18/74,Middle East & North Africa,Israel,Maalot,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Educational Institution,25,70
197405160001,5/16/74,North America,United States,New York City,Jewish Defense League (JDL),Unarmed Assault,Melee,Private Citizens & Property,0,1
197404110001,4/11/74,Middle East & North Africa,Israel,Qiryat Shemona,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",Hostage Taking (Barricade Incident),"Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,21,Unknown
197403040006,3/4/74,South America,Argentina,Cordoba,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Bombing/Explosion,"Explosives/Bombs/Dynamite,Incendiary",Business,0,0
197402110003,2/11/74,Middle East & North Africa,Israel,Jerusalem,Jewish Defense League (JDL),Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
197402110002,2/11/74,Middle East & North Africa,Israel,Jerusalem,Jewish Defense League (JDL),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197402110001,2/11/74,Middle East & North Africa,Israel,Jerusalem,Jewish Defense League (JDL),Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
197402010002,2/1/74,Western Europe,France,Paris,Unknown,Assassination,Unknown,Private Citizens & Property,0,1
197312040002,12/4/73,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Private Citizens & Property,2,18
197309070001,9/7/73,Western Europe,West Germany (FRG),West Berlin,Black September,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197307010001,7/1/73,North America,United States,Bethesda,Popular Front for the Liberation of Palestine (PFLP) (suspected),Assassination,Firearms,Government (Diplomatic),1,0
197305200001,5/20/73,Western Europe,United Kingdom,London,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),Unknown,Unknown
197304090001,4/9/73,Western Europe,Cyprus,Nicosia,Black September,Assassination,Firearms,Government (Diplomatic),0,1
197303150002,3/15/73,Western Europe,France,Paris,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197303040007,3/4/73,North America,United States,New York City,Black September,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197303040006,3/4/73,North America,United States,New York City,Black September,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197303040005,3/4/73,North America,United States,New York City,Black September,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports and Aircraft,0,0
197212280001,12/28/72,Southeast Asia,Thailand,Bangkok,Black September,Hostage Taking (Barricade Incident),Firearms,Government (Diplomatic),0,0
197211000001,1972-11-00,Western Europe,United Kingdom,London,Black September,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,1
197210250002,10/25/72,North America,United States,Arlington,Left-Wing Militants,Armed Assault,Firearms,Business,2,3
197210020001,10/2/72,Western Europe,West Germany (FRG),Bonn,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),Unknown,Unknown
197209280011,9/28/72,North America,United States,Washington,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209280009,9/28/72,South America,Brazil,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209280008,9/28/72,South America,Brazil,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209250005,9/25/72,Australasia & Oceania,Australia,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209250004,9/25/72,Australasia & Oceania,Australia,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209250003,9/25/72,Australasia & Oceania,Australia,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209250002,9/25/72,Australasia & Oceania,Australia,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209250001,9/25/72,Australasia & Oceania,Australia,Unknown,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209230006,9/23/72,Southeast Asia,Cambodia,Phnom Penh,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209220004,9/22/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
197209220003,9/22/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
197209210012,9/21/72,Sub-Saharan Africa,People's Republic of the Congo,Brazzaville,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210011,9/21/72,South America,Argentina,Buenos Aires,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210010,9/21/72,South America,Argentina,Buenos Aires,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210009,9/21/72,South America,Argentina,Buenos Aires,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210008,9/21/72,South America,Argentina,Buenos Aires,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210007,9/21/72,South America,Argentina,Buenos Aires,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210006,9/21/72,Western Europe,Belgium,Brussels,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210005,9/21/72,Western Europe,Belgium,Brussels,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210004,9/21/72,Sub-Saharan Africa,Zaire,Kinshasa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210003,9/21/72,Sub-Saharan Africa,Zaire,Kinshasa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209210002,9/21/72,Sub-Saharan Africa,Zaire,Kinshasa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200028,9/20/72,North America,United States,New York City,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200027,9/20/72,North America,United States,New York City,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200026,9/20/72,North America,United States,New York City,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200025,9/20/72,Southeast Asia,Brunei,Ottawa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200024,9/20/72,Southeast Asia,Brunei,Ottawa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200023,9/20/72,Southeast Asia,Brunei,Ottawa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200022,9/20/72,Southeast Asia,Brunei,Ottawa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200021,9/20/72,Southeast Asia,Brunei,Ottawa,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200020,9/20/72,Western Europe,Belgium,Brussels,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200019,9/20/72,Western Europe,Austria,Vienna,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200018,9/20/72,Western Europe,Austria,Vienna,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200017,9/20/72,Western Europe,Austria,Vienna,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200016,9/20/72,Western Europe,Austria,Vienna,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200015,9/20/72,Western Europe,Austria,Vienna,Black September,Assassination,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197209200014,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197209200013,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197209200012,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0
197209200011,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0
197209200010,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
197209200009,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
197209200008,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197209200007,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0
197209200006,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0
197209200005,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
197209200004,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
197209200003,9/20/72,Middle East & North Africa,Israel,Jerusalem,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
