GTD ID,DATE,REGION,COUNTRY,CITY,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
200508040007,8/4/05,Middle East & North Africa,Israel,Shefa Amr,Kach,Armed Assault,Firearms,Private Citizens & Property,5,12
200508020010,8/2/05,Middle East & North Africa,West Bank and Gaza Strip,Beit Hanoun,Palestinian Islamic Jihad (PIJ),"Armed Assault,Bombing/Explosion",Explosives/Bombs/Dynamite,"Private Citizens & Property,Private Citizens & Property",2,8
200507240007,7/24/05,Middle East & North Africa,Israel,Gush Katif regional council,"Al-Aqsa Martyrs Brigade (suspected),Palestinian Islamic Jihad (PIJ) (suspected),Popular Resistance Committees (suspected)",Armed Assault,Firearms,Private Citizens & Property,2,5
200507230003,7/23/05,Middle East & North Africa,Israel,Kissufim,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Armed Assault,Firearms,"Military,Private Citizens & Property",3,4
200507120001,7/12/05,Middle East & North Africa,Israel,Netanya,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,40
200507090005,7/9/05,Middle East & North Africa,West Bank and Gaza Strip,Neveh Dekalim,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200506240003,6/24/05,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Al-Aqsa Martyrs Brigade,Unknown,Unknown,Private Citizens & Property,1,4
200506210004,6/21/05,Middle East & North Africa,Israel,Jenin,Unknown,Armed Assault,Firearms,Transportation,1,0
200506200007,6/20/05,Middle East & North Africa,West Bank and Gaza Strip,Hermesh,Unknown,Armed Assault,Firearms,Private Citizens & Property,1,1
200506190001,6/19/05,Middle East & North Africa,West Bank and Gaza Strip,Unknown,"Al-Fatah,Palestinian Islamic Jihad (PIJ)","Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms","Military,Private Citizens & Property",1,3
200506070002,6/7/05,Middle East & North Africa,Israel,Sederot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
200505200002,5/20/05,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Popular Resistance Committees","Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,1,0
200505150008,5/15/05,Middle East & North Africa,West Bank and Gaza Strip,Rafah,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,4
200505130001,5/13/05,Central Asia,Uzbekistan,Tashkent,Unknown,Unknown,Fake Weapons,Government (Diplomatic),1,0
200505110003,5/11/05,Middle East & North Africa,Israel,Shlomi,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Business",0,0
200504300003,4/30/05,Middle East & North Africa,Egypt,Cairo,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Tourists",1,7
200504180001,4/18/05,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Popular Resistance Committees,Armed Assault,Firearms,"Military,Private Citizens & Property",0,2
200504150011,4/15/05,Middle East & North Africa,Israel,Nisanit,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504150007,4/15/05,Middle East & North Africa,Israel,Yamit,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504120013,4/12/05,Middle East & North Africa,Israel,Rafah,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504120012,4/12/05,Middle East & North Africa,Israel,Ganei Tal,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504100007,4/10/05,Middle East & North Africa,Israel,Qatif,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504100006,4/10/05,Middle East & North Africa,Israel,Sderot,Popular Resistance Committees,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504090011,4/9/05,Middle East & North Africa,West Bank and Gaza Strip,Qatif,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504070007,4/7/05,Middle East & North Africa,Israel,Hawara,Unknown,Facility/Infrastructure Attack,"Incendiary,Melee",Private Citizens & Property,0,0
200504070003,4/7/05,Middle East & North Africa,Israel,Sderot,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200504050007,4/5/05,Middle East & North Africa,Israel,Morag,Popular Resistance Committees,Armed Assault,Firearms,Government (General),0,1
200503310004,3/31/05,Middle East & North Africa,West Bank and Gaza Strip,Tulkarem,Unknown,Facility/Infrastructure Attack,Incendiary,Police,0,0
200503200011,3/20/05,Middle East & North Africa,Israel,Sederot,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
200503200010,3/20/05,Middle East & North Africa,West Bank and Gaza Strip,Elon Moreh,Unknown,Armed Assault,Incendiary,Military,0,0
200503030002,3/3/05,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Tanzim,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200502250001,2/25/05,Middle East & North Africa,Israel,Tel Aviv,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,5,53
200502100001,2/10/05,Middle East & North Africa,West Bank and Gaza Strip,Gosh Qatif,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200502010002,2/1/05,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200501180002,1/18/05,Middle East & North Africa,West Bank and Gaza Strip,Gosh Qatif,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,8
200501170008,1/17/05,Middle East & North Africa,Lebanon,Chebaa,Hezbollah,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
200501140002,1/14/05,Middle East & North Africa,Israel,Karni,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Popular Resistance Committees","Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms","Police,Military,Military",9,5
200501120001,1/12/05,Middle East & North Africa,Israel,Morag,Palestinian Islamic Jihad (PIJ),Armed Assault,"Explosives/Bombs/Dynamite,Firearms","Military,Private Citizens & Property",1,3
200501070002,1/7/05,Middle East & North Africa,Israel,Unknown,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,"Military,Private Citizens & Property",1,4
200501050005,1/5/05,Middle East & North Africa,Iraq,Unknown,Liberals of Galilee,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,0,0
