DATE,rank_pop,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED,
9/20/72,141,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
9/20/72,142,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
9/20/72,143,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
9/20/72,144,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0,
9/20/72,145,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0,
9/20/72,146,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
9/20/72,147,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
9/20/72,148,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
12/31/08,149,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Conqueror Army,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5,
5/14/08,150,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,"Conqueror Army (suspected),Palestinian Islamic Jihad (PIJ) (suspected),Popular Front for the Liberation of Palestine (PFLP) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,62,
6/23/90,151,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Dawn Forces,Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,2,0,
1/1/09,152,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
1/1/09,153,Middle East & North Africa,Israel,Sa'ad,31.47005,34.53447,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0,
1/1/09,154,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0,
1/1/09,155,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0,
7/2/01,156,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,6,
3/29/94,157,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Democratic Front for the Liberation of Palestine (DFLP),Assassination,Melee,Private Citizens & Property,1,Unknown,
10/23/92,158,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Facility/Infrastructure Attack,Incendiary,Business,0,0,
6/6/90,159,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Facility/Infrastructure Attack,Incendiary,Government (Diplomatic),0,0,
3/2/89,160,Middle East & North Africa,Israel,Zarit,33.09906,35.28754,Democratic Front for the Liberation of Palestine (DFLP),Armed Assault,Firearms,Military,4,0,
9/26/85,161,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown,
4/2/84,162,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,1,48,
4/13/82,163,Middle East & North Africa,Israel,Argaman,32.17291,35.52162,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown,
3/31/82,164,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown,
3/8/82,165,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,Unknown,Unknown,
6/25/81,166,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,Unknown,Unknown,
4/24/81,167,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,1,
1/13/79,168,Middle East & North Africa,Israel,Maalot,33.01333,35.27826,Democratic Front for the Liberation of Palestine (DFLP),Hostage Taking (Barricade Incident),Firearms,Business,4,1,
12/30/77,169,Middle East & North Africa,Israel,Netanya,32.3081,34.8548,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Business,2,1,
11/13/75,170,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,6,62,
12/20/74,171,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,13,
11/18/74,172,Middle East & North Africa,Israel,Beit Shean,32.49853,35.49879,Democratic Front for the Liberation of Palestine (DFLP),Unknown,Unknown,Private Citizens & Property,7,5,
5/18/74,173,Middle East & North Africa,Israel,Maalot,33.01333,35.27826,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Educational Institution,25,70,
11/12/12,174,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
11/12/12,175,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/12/12,176,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,"Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/5/90,177,Middle East & North Africa,Israel,Himmeh,59.10065,15.57736,Fatah Uprising,Armed Assault,Firearms,Military,0,0,
1/4/90,178,Middle East & North Africa,Israel,Gesher,32.62066,35.55193,Fatah Uprising,Armed Assault,Firearms,Military,0,0,
2/23/89,179,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Fatah Uprising,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
6/30/86,180,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Fatah Uprising,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,5,
6/29/86,181,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Fatah Uprising,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,1,
8/12/80,182,Middle East & North Africa,Israel,Dimona,31.06674,35.02684,Fedayeen,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/12/80,183,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Fedayeen,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0,
8/11/80,184,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Fedayeen,Bombing/Explosion,Explosives/Bombs/Dynamite,Journalists & Media,0,Unknown,
11/26/87,185,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Force 17,Assassination,Melee,Business,2,0,
10/11/87,186,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Force 17,Assassination,Firearms,Police,1,0,
6/27/87,187,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Force 17,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2,
10/15/86,188,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Force 17,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,70,
9/27/86,189,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Force 17,Assassination,Melee,Private Citizens & Property,1,0,
5/4/86,190,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Force 17,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0,
3/20/86,191,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Force 17,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,3,
3/11/86,192,Middle East & North Africa,Israel,Ramat Gan,32.08364,34.81498,Force 17,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,1,
10/21/90,193,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Force 17,Palestinian Islamic Jihad (PIJ)",Assassination,Melee,Military,0,1,
10/21/90,194,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Force 17,Palestinian Islamic Jihad (PIJ)",Assassination,Melee,Business,0,1,
10/21/90,195,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Force 17,Palestinian Islamic Jihad (PIJ)",Assassination,Melee,Police,1,0,
10/21/90,196,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Force 17,Palestinian Islamic Jihad (PIJ)",Assassination,Melee,Private Citizens & Property,0,1,
2/22/02,197,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Gunmen,Armed Assault,Firearms,Private Citizens & Property,1,0,
2/28/01,198,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Gunmen,Armed Assault,Firearms,Private Citizens & Property,0,1,
12/11/17,199,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
6/8/16,200,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,4,17,
5/5/16,201,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
5/5/16,202,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
5/5/16,203,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
5/3/16,204,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Military,0,0,
4/18/16,205,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,1,21,
12/14/15,206,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Transportation,0,14,
10/21/15,207,Middle East & North Africa,Israel,Beit Shemesh,31.73693,34.98632,Hamas (Islamic Resistance Movement),Armed Assault,Melee,Private Citizens & Property,1,2,
10/7/15,208,Middle East & North Africa,Israel,Kiryat Gat,31.60499,34.77416,Hamas (Islamic Resistance Movement),Armed Assault,Melee,Military,1,1,
11/5/14,209,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Unarmed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","Police,Private Citizens & Property",4,12,
8/26/14,210,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
8/26/14,211,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,20,
8/25/14,212,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
8/24/14,213,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,3,
8/22/14,214,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Airports and Aircraft,0,0,
8/19/14,215,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/19/14,216,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
8/19/14,217,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
8/3/14,218,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
7/31/14,219,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,5,0,
7/28/14,220,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Hamas (Islamic Resistance Movement),Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,6,0,
7/22/14,221,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/19/14,222,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,3,3,
7/18/14,223,Middle East & North Africa,Israel,Gan Yavne,31.78641,34.69339,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,1,
7/18/14,224,Middle East & North Africa,Israel,Azor,32.02249,34.80791,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
7/18/14,225,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
7/18/14,226,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
7/15/14,227,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
7/14/14,228,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
7/15/14,229,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",1,0,
7/14/14,230,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/12/14,231,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/10/14,232,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/8/14,233,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/8/14,234,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/8/14,235,Middle East & North Africa,Israel,Zichron Yaakov,32.5686,34.95975,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
7/8/14,236,Middle East & North Africa,Israel,Zikim,31.6083,34.52179,Hamas (Islamic Resistance Movement),Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,5,1,
7/7/14,237,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/7/14,238,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/5/14,239,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/18/12,240,Middle East & North Africa,Israel,Holon,32.01122,34.78248,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
11/18/12,241,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/15/12,242,Middle East & North Africa,Israel,Kiryat Malachi,31.73209,34.74603,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,2,
11/8/12,243,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1,
10/24/12,244,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
10/24/12,245,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
10/24/12,246,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
10/24/12,247,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
10/24/12,248,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
10/24/12,249,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
10/24/12,250,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
10/24/12,251,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
